Wall time,Step,Value
1624188293.8235586,45,12.546048164367676
1624188293.8278675,54,13.403191566467285
1624188294.3481665,140,16.29679298400879
1624188294.374388,196,21.793991088867188
1624188294.38045,209,18.90735626220703
1624188294.3998098,251,14.06055736541748
1624188294.5783572,262,16.49730110168457
1624188295.1517117,272,11.881771087646484
1624188296.5039372,314,25.705867767333984
1624188296.8250408,325,15.366975784301758
1624188298.1323643,370,18.789337158203125
1624188298.84441,395,24.265491485595703
1624188303.557648,549,19.285829544067383
1624188304.4328637,577,13.552786827087402
1624188307.3117235,680,17.53395652770996
1624188307.670319,693,17.0645751953125
1624188308.152719,710,20.822235107421875
1624188309.0196307,737,20.94501495361328
1624188310.6543067,796,25.892230987548828
1624188311.659322,833,14.04619312286377
1624188313.4330847,892,21.550416946411133
1624188313.9149,909,17.653806686401367
1624188314.2415326,921,16.583024978637695
1624188314.5683742,933,16.88551902770996
1624188315.3552516,962,18.153703689575195
1624188315.6678386,972,12.841912269592285
1624188315.9213884,981,13.206604957580566
1624188316.4521651,1000,21.286420822143555
1624188317.4675944,1026,13.615312576293945
1624188317.9191046,1042,20.675060272216797
1624188320.3176458,1128,13.717429161071777
1624188321.4773946,1170,18.082170486450195
1624188323.32448,1212,19.726755142211914
1624188324.5174735,1255,17.072874069213867
1624188326.267634,1319,16.409942626953125
1624188331.7813435,1486,15.435636520385742
1624188333.5582786,1533,13.89654541015625
1624188334.986325,1585,16.482667922973633
1624188335.4888089,1602,18.723039627075195
1624188336.4263794,1633,17.465803146362305
1624188339.451982,1719,14.69215202331543
1624188342.0513268,1789,20.67573356628418
1624188343.4134185,1836,15.150357246398926
1624188343.829461,1851,16.492685317993164
1624188344.5411358,1876,14.884004592895508
1624188346.2000446,1904,11.799044609069824
1624188349.2054372,2011,20.008991241455078
1624188349.4519603,2020,13.948993682861328
1624188353.7601075,2120,19.194917678833008
1624188354.2815459,2138,12.667530059814453
1624188354.7252944,2154,18.399375915527344
1624188356.8128774,2202,14.859479904174805
1624188359.704527,2305,15.468323707580566
1624188362.2542264,2346,15.848417282104492
1624188363.2641425,2383,22.102890014648438
1624188364.044931,2411,21.844825744628906
1624188368.1004665,2483,15.252253532409668
1624188368.7375617,2506,18.155899047851562
1624188368.9639733,2514,12.622213363647461
1624188370.5542974,2571,17.11379623413086
1624188373.5956464,2629,20.240312576293945
1624188374.4500055,2659,15.221092224121094
1624188374.8680046,2674,16.83785629272461
1624188375.5021348,2697,22.82447052001953
1624188377.9948277,2743,14.192270278930664
1624188378.2237039,2750,11.920454978942871
1624188378.6013587,2763,14.953353881835938
1624188381.5564475,2870,18.823701858520508
1624188384.0210667,2917,14.785674095153809
1624188384.3045917,2928,15.667027473449707
1624188384.666605,2942,14.23614501953125
1624188385.0046191,2955,15.840017318725586
1624188385.6759026,2980,17.093992233276367
1624188387.9329488,3021,13.412494659423828
1624188388.6291604,3048,15.419987678527832
1624188389.3321342,3074,15.087767601013184
1624188390.7741404,3129,23.69350242614746
1624188392.7373314,3142,17.272642135620117
1624188393.0489478,3154,16.475936889648438
1624188393.854449,3185,16.7703800201416
1624188395.803128,3260,14.866424560546875
1624188401.3519447,3411,31.291851043701172
1624188404.0764337,3462,17.067626953125
1624188404.5185084,3478,18.770248413085938
1624188405.0737772,3498,20.220996856689453
1624188409.2156162,3599,15.025315284729004
1624188410.7105544,3653,21.11263656616211
1624188410.9770017,3662,13.076194763183594
1624188412.9186373,3679,16.877559661865234
1624188418.4592438,3822,13.696276664733887
1624188419.5346794,3859,17.397485733032227
1624188420.2749405,3884,16.132064819335938
1624188421.3644948,3922,19.933277130126953
1624188424.1655056,3969,20.205026626586914
1624188425.2033813,4004,16.978782653808594
1624188426.3958375,4045,18.542823791503906
1624188427.6568525,4090,21.911897659301758
1624188429.6830637,4112,17.288789749145508
1624188432.1780617,4202,23.765541076660156
1624188433.0870218,4235,15.581798553466797
1624188433.3033054,4243,11.900565147399902
1624188438.0687194,4360,14.125661849975586
1624188438.7437122,4384,13.319066047668457
1624188441.5888882,4440,16.921945571899414
1624188443.0579963,4493,13.093847274780273
1624188443.680332,4515,14.147316932678223
1624188444.108512,4530,16.67775535583496
1624188446.8663068,4568,14.261876106262207
1624188454.9122214,4801,15.364678382873535
1624188455.1638248,4810,13.285523414611816
1624188458.498487,4888,18.22018814086914
1624188459.397956,4920,20.948925018310547
1624188459.752666,4933,16.308671951293945
1624188463.606671,5021,16.304931640625
1624188464.365685,5049,14.496296882629395
1624188465.9927015,5108,15.943338394165039
1624188469.0150607,5164,15.006326675415039
1624188469.488535,5181,17.02976417541504
1624188469.7375531,5190,15.69470500946045
1624188470.1788957,5206,17.471996307373047
1624188470.6302521,5222,18.268539428710938
