Wall time,Step,Value
1622469397.9316652,6279,0.2586391568183899
1622469533.5467854,10445,0.7704806923866272
1622469620.6713464,13304,0.5985742211341858
1622469848.8317468,20841,0.6155521869659424
1622469973.9305313,24938,0.5844275951385498
1622470136.6432416,30300,0.5106903910636902
1622470245.1598408,33803,0.9354801774024963
1622470407.2804291,39025,0.5647780895233154
1622470500.7600937,42131,0.38815444707870483
1622470573.9795568,44349,0.373236745595932
1622470723.9436207,49165,0.3726162314414978
1622470741.740965,49752,0.39100199937820435
1622470815.0790071,51971,0.3284938931465149
1622470816.3393703,52013,0.5060716271400452
1622470924.8757985,55629,0.31803756952285767
1622470995.5186179,57944,0.48343726992607117
1622471243.8515618,65858,0.3033139705657959
1622471313.0508428,67898,0.5088694095611572
1622471341.3793876,68826,0.29511308670043945
1622471388.61564,70360,0.19130472838878632
1622471490.2765198,73453,0.32821372151374817
1622471638.1674316,78229,0.27792805433273315
1622471897.5590131,86402,0.3126777112483978
1622472021.7728097,90172,0.2643870413303375
1622472041.992202,90822,0.21105138957500458
1622472086.7555492,92253,0.23235191404819489
1622472494.2523348,105077,0.20649453997612
1622472588.0170581,107868,0.21574759483337402
1622472651.9098487,109914,0.23487383127212524
1622472655.4294686,110026,0.13461154699325562
1622472943.4046805,119025,0.16371218860149384
1622472958.4128711,119508,0.15692169964313507
1622473271.3160148,129285,0.26963260769844055
1622473271.9435282,129305,0.23745155334472656
1622473455.9050324,135169,0.4926668703556061
1622473624.7412453,140342,0.2847400903701782
1622474008.4232566,152310,0.10998201370239258
1622474077.944561,154525,0.18793421983718872
1622474091.3009093,154951,0.12295553833246231
1622474235.3929257,159308,0.3011516332626343
1622474589.5185337,170375,0.12130576372146606
1622474835.12947,177973,0.10758023709058762
1622474899.9303694,180033,0.36246490478515625
1622475079.0641873,185500,0.21534137427806854
1622475335.655612,193440,0.22116336226463318
1622475390.7166193,195194,0.24060165882110596
1622475551.0812373,200265,0.2567831873893738
1622475559.335658,200528,0.1774016171693802
1622475817.7632759,208520,0.17945228517055511
1622475950.0700464,212513,0.12846657633781433
1622475952.483811,212589,0.1699441820383072
1622475982.804208,213545,0.12141746282577515
1622476005.3250885,214262,0.15449269115924835
1622476191.8073022,219984,0.21405531466007233
1622476327.452368,224275,0.1478908509016037
1622476642.0008595,234040,0.315469890832901
1622476768.4493477,237824,0.16241455078125
1622476783.6116946,238303,0.11191625893115997
1622476873.0315738,241146,0.12150900065898895
1622477061.2047493,246917,0.15203452110290527
1622477084.152398,247649,0.19561782479286194
1622477121.5325694,248826,0.24234597384929657
1622477135.906413,249278,0.24869605898857117
1622477314.845776,254728,0.8100904226303101
1622477429.1465068,258361,0.21416126191616058
1622477565.1768136,262451,0.25236719846725464
1622477569.760296,262594,0.15516014397144318
1622477750.9272647,268220,0.16887304186820984
1622478027.2697318,276716,0.1846262663602829
1622478031.76803,276857,0.5721853971481323
1622478120.8371465,279544,0.5077376365661621
1622478588.8487215,294062,0.239952951669693
1622478958.5808687,305298,0.4073724150657654
1622478981.9934015,306033,0.38734397292137146
1622479043.7278843,307984,0.22669146955013275
1622479127.9568005,310630,0.13589203357696533
1622479405.6616492,319156,0.3306780159473419
1622479628.9006894,325850,0.38457077741622925
1622479771.3333783,330337,0.21860474348068237
1622479896.1076362,334022,0.2574312388896942
1622480026.3243217,338112,0.2737230658531189
1622480069.681332,339476,0.365583598613739
1622480161.1361244,342132,1.3818652629852295
1622480256.7171745,345132,0.19001486897468567
1622480277.5735028,345781,0.18492093682289124
1622480353.893461,348177,0.22788165509700775
1622480707.613285,359064,0.3334505259990692
1622481021.5134404,368494,0.3106018006801605
1622481145.1494465,372370,0.6211227774620056
1622481233.8042407,375145,0.1383073478937149
1622481395.74947,380027,0.25156936049461365
1622481579.945037,385772,0.22110383212566376
1622481838.9436157,393643,0.18867924809455872
1622481872.836103,394700,0.14021235704421997
1622482440.893543,412051,0.282888799905777
1622482573.6436074,415985,0.20096729695796967
