Wall time,Step,Value
1622469195.3689177,5,13.403191566467285
1622469195.772304,19,14.06055736541748
1622469199.164006,27,18.789337158203125
1622469199.8634906,28,24.265491485595703
1622469205.3918653,41,13.552786827087402
1622469208.424566,48,17.53395652770996
1622469208.8000863,49,17.0645751953125
1622469215.6713433,63,16.583024978637695
1622469216.0124254,64,16.88551902770996
1622469217.4080927,68,13.206604957580566
1622469219.2997246,72,20.675060272216797
1622469221.7885041,78,13.717429161071777
1622469224.3552575,83,19.726755142211914
1622469227.452105,90,16.409942626953125
1622469232.5357606,100,15.435636520385742
1622469234.1710985,104,13.89654541015625
1622469236.1907983,108,18.723039627075195
1622469242.255237,122,20.67573356628418
1622469243.639339,126,15.150357246398926
1622469244.079608,127,16.492685317993164
1622469244.815885,129,14.884004592895508
1622469245.883511,131,11.799044609069824
1622469249.0036721,137,20.008991241455078
1622469252.4029338,145,19.194917678833008
1622469253.4113014,148,18.399375915527344
1622469258.1279047,158,15.468323707580566
1622469259.6045084,161,15.848417282104492
1622469260.7010374,163,22.102890014648438
1622469261.544716,165,21.844825744628906
1622469264.8119717,173,12.622213363647461
1622469266.4751678,178,17.11379623413086
1622469272.4670691,192,11.920454978942871
1622469278.1069736,204,15.667027473449707
1622469278.9219387,206,15.840017318725586
1622469282.109014,214,15.419987678527832
1622469288.9955745,230,14.866424560546875
1622469295.8272488,245,17.067626953125
1622469296.28327,246,18.770248413085938
1622469301.929131,259,21.11263656616211
1622469302.196602,260,13.076194763183594
1622469307.9515429,272,13.696276664733887
1622469309.028527,275,17.397485733032227
1622469313.8599591,283,16.978782653808594
1622469315.0345645,286,18.542823791503906
1622469317.5277336,291,17.288789749145508
1622469320.173153,296,23.765541076660156
1622469326.1681547,309,13.319066047668457
1622469329.9487083,317,13.093847274780273
1622469330.6036944,319,14.147316932678223
1622469331.0358386,320,16.67775535583496
1622469332.755246,323,14.261876106262207
1622469344.100664,346,20.948925018310547
1622469344.4796307,347,16.308671951293945
1622469350.1651263,359,15.943338394165039
1622469353.1232312,365,15.69470500946045
1622469353.5809307,366,17.471996307373047
