Wall time,Step,Value
1624165022.4824955,5000,45.8292121887207
1624165025.7551942,10000,45.8292121887207
1624165029.0035193,15000,45.8292121887207
1624165032.3096445,20000,45.8292121887207
1624165035.604571,25000,45.8292121887207
1624165059.232178,30000,88.7802505493164
1624165082.7000995,35000,94.84954833984375
1624165106.0588663,40000,85.44042205810547
1624165129.6836283,45000,90.88202667236328
1624165153.3151386,50000,80.8236083984375
1624165176.885765,55000,87.10977935791016
1624165200.7923608,60000,131.54550170898438
1624165224.4037216,65000,129.4070281982422
1624165248.4453752,70000,160.3951873779297
1624165274.190406,75000,309.739013671875
1624165298.6768675,80000,200.1665802001953
1624165329.012978,85000,920.1324462890625
1624165354.3705428,90000,322.15386962890625
1624165381.608326,95000,556.1477661132812
1624165410.7252955,100000,739.4786987304688
1624165438.9144962,105000,664.4118041992188
1624165464.711003,110000,366.65777587890625
1624165488.9184847,115000,154.648193359375
1624165513.8743703,120000,236.23321533203125
1624165539.9943497,125000,365.2071533203125
1624165568.3871043,130000,536.3857421875
1624165598.3896558,135000,778.3024291992188
1624165630.6672876,140000,976.3087158203125
1624165661.4672074,145000,936.7455444335938
1624165692.1871598,150000,957.4778442382812
1624165722.926768,155000,988.1517944335938
1624165754.045199,160000,998.6791381835938
1624165784.2906802,165000,912.8602294921875
1624165815.1813571,170000,993.1577758789062
1624165846.4942749,175000,991.3523559570312
1624165877.5155175,180000,989.9833374023438
1624165905.8425734,185000,599.5759887695312
1624165936.995869,190000,990.1986694335938
1624165968.211883,195000,992.0458984375
1624165999.4379048,200000,995.154541015625
1624166031.2121065,205000,992.5471801757812
1624166060.9960403,210000,766.8175659179688
1624166092.4235134,215000,948.4634399414062
1624166117.2535627,220000,158.787841796875
1624166142.0097907,225000,160.72531127929688
1624166168.0479276,230000,312.962646484375
1624166194.9105246,235000,406.5435791015625
1624166224.551694,240000,692.6641845703125
1624166254.8588672,245000,868.3108520507812
1624166285.7349522,250000,993.3650512695312
1624166314.969543,255000,765.9063110351562
1624166346.208561,260000,993.5516357421875
1624166377.136511,265000,930.0632934570312
1624166408.0730035,270000,987.8283081054688
1624166439.846143,275000,914.2086181640625
1624166470.5268989,280000,788.605712890625
1624166502.3551414,285000,964.1883544921875
1624166533.9215448,290000,949.4952392578125
1624166565.7317142,295000,992.739501953125
1624166590.5573735,300000,188.13742065429688
1624166620.1867135,305000,810.3558959960938
1624166651.5126271,310000,968.2952880859375
1624166682.068585,315000,894.578125
1624166715.7180636,320000,981.3694458007812
1624166747.1225307,325000,917.0226440429688
1624166779.103855,330000,991.5659790039062
1624166810.326637,335000,902.0516357421875
1624166842.0089216,340000,991.9827880859375
1624166873.7990558,345000,936.0174560546875
1624166905.4702394,350000,990.666015625
1624166936.5200284,355000,988.2769775390625
1624166967.7031057,360000,980.2689208984375
1624166998.859884,365000,929.5900268554688
1624167030.1561353,370000,989.8851318359375
1624167061.2265434,375000,993.338623046875
1624167092.3939552,380000,995.808349609375
1624167123.7728343,385000,986.921875
1624167153.3502588,390000,713.7261962890625
1624167184.7672076,395000,926.8079833984375
1624167215.922874,400000,969.3012084960938
1624167246.4356961,405000,890.555419921875
1624167277.2360358,410000,996.4105224609375
1624167308.3958027,415000,985.8478393554688
1624167339.632821,420000,966.247802734375
1624167370.263171,425000,884.7530517578125
1624167401.023961,430000,867.9953002929688
1624167432.8456352,435000,831.2152709960938
1624167462.7290661,440000,699.5391845703125
1624167493.2437003,445000,822.4215087890625
1624167522.256359,450000,575.3557739257812
1624167553.5107784,455000,830.11474609375
1624167584.36022,460000,979.1681518554688
1624167615.059218,465000,868.1029663085938
1624167646.2356417,470000,855.1884765625
1624167676.5706825,475000,930.0464477539062
1624167705.9813044,480000,743.68603515625
1624167736.4819036,485000,900.7769165039062
1624167761.983933,490000,317.61773681640625
1624167790.2872422,495000,573.779541015625
1624167816.574204,500000,494.9468078613281
1624167845.617897,505000,786.224365234375
1624167870.1280696,510000,252.50267028808594
1624167896.4620004,515000,372.9145202636719
1624167923.4745128,520000,604.4793090820312
1624167952.369171,525000,617.1886596679688
1624167976.424698,530000,167.93675231933594
1624168007.4416296,535000,1355.8612060546875
1624168038.2492526,540000,1276.1480712890625
1624168068.222302,545000,1154.24169921875
1624168099.1439404,550000,1247.5855712890625
1624168128.3777525,555000,889.102294921875
1624168159.2586763,560000,1250.6756591796875
1624168188.6854432,565000,1115.1690673828125
1624168220.045658,570000,1263.663818359375
1624168250.9214141,575000,1365.7388916015625
1624168282.4197347,580000,889.5833129882812
1624168313.481538,585000,1044.203857421875
1624168345.1256878,590000,1437.1014404296875
1624168376.0181262,595000,1458.8304443359375
1624168407.3780277,600000,1377.1195068359375
1624168434.614158,605000,691.6256713867188
1624168466.2196538,610000,1490.376708984375
1624168497.5117366,615000,1249.266845703125
1624168529.1959217,620000,1443.1116943359375
1624168560.308437,625000,1428.7139892578125
1624168591.9960182,630000,1487.532958984375
1624168622.6485958,635000,1327.429443359375
1624168653.2201922,640000,1520.154052734375
1624168683.8491473,645000,1534.8499755859375
1624168714.7193205,650000,1509.234130859375
1624168745.923347,655000,1504.0484619140625
1624168776.0685837,660000,1363.0416259765625
1624168806.9450724,665000,1580.28125
1624168837.8868885,670000,1442.6165771484375
1624168869.026924,675000,1357.0806884765625
1624168899.235882,680000,1377.8309326171875
1624168930.0797975,685000,1523.890380859375
1624168959.9674764,690000,1419.5528564453125
1624168990.6284506,695000,1506.05712890625
1624169021.3037403,700000,1412.77978515625
1624169052.148207,705000,1396.6685791015625
1624169082.9305098,710000,1527.925537109375
1624169112.448313,715000,1207.2669677734375
1624169142.9265084,720000,1556.084228515625
1624169173.481844,725000,1608.52685546875
1624169203.9586918,730000,1584.364013671875
1624169234.4735482,735000,1591.76025390625
1624169263.704918,740000,1379.6485595703125
1624169294.5254161,745000,1641.1358642578125
1624169326.08766,750000,1635.10400390625
1624169356.981204,755000,1627.112060546875
1624169387.956051,760000,1546.2685546875
1624169418.6546924,765000,1348.5714111328125
1624169450.5277865,770000,1450.069091796875
1624169476.7662234,775000,568.10400390625
1624169507.7112033,780000,1543.5098876953125
1624169538.127362,785000,1574.6890869140625
1624169566.8369546,790000,1202.8072509765625
1624169597.196347,795000,1593.31201171875
1624169627.533527,800000,1702.983154296875
1624169657.8653052,805000,1683.1453857421875
1624169688.600485,810000,1602.0145263671875
1624169719.6001556,815000,1669.4779052734375
1624169750.4336803,820000,1597.56005859375
1624169781.0719151,825000,1544.85205078125
1624169812.1282735,830000,1613.4404296875
1624169842.816313,835000,1576.7171630859375
1624169873.7345495,840000,1530.089111328125
1624169904.6210773,845000,1754.251220703125
1624169934.1436021,850000,1305.0975341796875
1624169965.028542,855000,1756.55078125
1624169995.9084804,860000,1664.830810546875
1624170026.7714148,865000,1671.9276123046875
1624170057.320651,870000,1740.749267578125
1624170088.0504937,875000,1754.5587158203125
1624170118.838806,880000,1768.1834716796875
1624170150.039535,885000,1769.4326171875
1624170181.307323,890000,1765.1893310546875
1624170211.9480758,895000,1637.66650390625
1624170242.8135805,900000,1663.833984375
1624170274.541074,905000,1673.522216796875
1624170305.2996318,910000,1711.638427734375
1624170335.9897473,915000,1756.5380859375
1624170366.6186297,920000,1724.2821044921875
1624170397.0323014,925000,1823.28369140625
1624170426.5825722,930000,1599.83935546875
1624170456.9346492,935000,1708.5443115234375
1624170487.268895,940000,1798.646240234375
1624170517.6561604,945000,1676.046630859375
1624170548.601654,950000,1672.2418212890625
1624170579.2919023,955000,1732.114013671875
1624170609.935695,960000,1794.028076171875
1624170640.7161124,965000,1845.010986328125
1624170671.367674,970000,1771.6268310546875
1624170702.072838,975000,1856.37841796875
1624170732.8713467,980000,1713.875244140625
1624170763.618687,985000,1788.36376953125
1624170794.2455704,990000,1865.5491943359375
1624170824.868981,995000,1909.021240234375
1624170855.6275682,1000000,1801.0181884765625
